task_id,title,description,type,status,priority,assignee,reporter,created_at,start_time,end_time,due_date,estimated_hours,actual_hours,category,board_name,sprint_name,labels,comments_count
301,Story task for Design,Please handle a Story related to Design. Priority: High.,Story,Review,High,eve,bob,2025-05-28 20:11:50,2025-06-02 20:11:50,,2025-06-02 20:11:50,3.1,,Design,Sprint 3,Sprint 3,"backend, database",6
302,Epic task for Testing,Please handle a Epic related to Testing. Priority: Low.,Epic,To Do,Low,bob,diana,2025-06-04 22:06:32,2025-06-09 22:06:32,,2025-06-18 22:06:32,4.2,,Testing,Sprint 2,Sprint 2,"deploy, database, api",12
303,Epic task for Design,Please handle a Epic related to Design. Priority: Low.,Epic,Blocked,Low,bob,diana,2025-06-12 15:01:42,2025-06-15 15:01:42,,2025-06-27 15:01:42,13.4,,Design,Sprint 1,Sprint 1,"ui, backend, database",12
304,Bug task for Testing,Please handle a Bug related to Testing. Priority: High.,Bug,Completed,High,alice,eve,2025-05-25 21:27:51,2025-05-28 21:27:51,2025-05-29 21:27:51,2025-06-07 21:27:51,14.5,21.7,Testing,Sprint 1,Sprint 1,"database, ml, deploy",4
305,Bug task for Testing,Please handle a Bug related to Testing. Priority: Critical.,Bug,Completed,Critical,alice,eve,2025-06-10 23:50:36,2025-06-14 23:50:36,2025-06-19 23:50:36,2025-06-21 23:50:36,2.3,2.0,Testing,Sprint 3,Sprint 3,"auth, ui",2
306,Bug task for Design,Please handle a Bug related to Design. Priority: High.,Bug,Review,High,alice,diana,2025-05-18 06:22:51,2025-05-23 06:22:51,,2025-05-28 06:22:51,14.2,,Design,Sprint 3,Sprint 3,ui,2
307,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,Review,Critical,diana,eve,2025-05-30 11:37:04,2025-06-02 11:37:04,,2025-06-14 11:37:04,7.0,,Development,Sprint 5,Sprint 5,"backend, ml",15
308,Epic task for Development,Please handle a Epic related to Development. Priority: Low.,Epic,In Progress,Low,eve,charlie,2025-05-26 11:27:03,2025-05-28 11:27:03,,2025-06-10 11:27:03,9.9,,Development,Sprint 3,Sprint 3,"database, auth, ui",3
309,Epic task for Research,Please handle a Epic related to Research. Priority: High.,Epic,Completed,High,bob,charlie,2025-05-28 13:10:49,2025-05-29 13:10:49,2025-06-03 13:10:49,2025-06-02 13:10:49,8.0,7.6,Research,Sprint 4,Sprint 4,"ml, deploy, auth",0
310,Epic task for Testing,Please handle a Epic related to Testing. Priority: Low.,Epic,To Do,Low,eve,alice,2025-05-26 15:30:43,2025-05-28 15:30:43,,2025-06-10 15:30:43,2.9,,Testing,Sprint 2,Sprint 2,database,14
311,Story task for Development,Please handle a Story related to Development. Priority: Medium.,Story,In Progress,Medium,bob,diana,2025-06-13 04:35:14,2025-06-14 04:35:14,,2025-06-27 04:35:14,7.7,,Development,Sprint 5,Sprint 5,"api, auth",9
312,Bug task for Research,Please handle a Bug related to Research. Priority: Medium.,Bug,To Do,Medium,charlie,eve,2025-06-02 12:55:49,2025-06-04 12:55:49,,2025-06-16 12:55:49,5.6,,Research,Sprint 2,Sprint 2,auth,5
313,Task task for Design,Please handle a Task related to Design. Priority: High.,Task,Blocked,High,alice,diana,2025-05-31 05:47:37,2025-06-05 05:47:37,,2025-06-09 05:47:37,11.2,,Design,Sprint 4,Sprint 4,ui,13
314,Task task for Research,Please handle a Task related to Research. Priority: Low.,Task,Blocked,Low,eve,charlie,2025-06-02 07:11:34,2025-06-04 07:11:34,,2025-06-11 07:11:34,14.6,,Research,Sprint 5,Sprint 5,"api, auth",5
315,Task task for Development,Please handle a Task related to Development. Priority: Low.,Task,To Do,Low,eve,bob,2025-05-24 01:16:24,2025-05-25 01:16:24,,2025-06-01 01:16:24,16.0,,Development,Sprint 1,Sprint 1,"ui, database, auth",4
316,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,Blocked,Critical,bob,charlie,2025-06-12 23:36:37,2025-06-14 23:36:37,,2025-06-24 23:36:37,15.2,,Testing,Sprint 5,Sprint 5,"backend, deploy, database",15
317,Story task for Development,Please handle a Story related to Development. Priority: Medium.,Story,Blocked,Medium,charlie,bob,2025-06-03 07:28:04,2025-06-04 07:28:04,,2025-06-15 07:28:04,2.8,,Development,Sprint 4,Sprint 4,deploy,2
318,Bug task for Design,Please handle a Bug related to Design. Priority: High.,Bug,Blocked,High,alice,diana,2025-05-30 04:45:31,2025-06-02 04:45:31,,2025-06-12 04:45:31,3.9,,Design,Sprint 4,Sprint 4,deploy,5
319,Bug task for Research,Please handle a Bug related to Research. Priority: Medium.,Bug,Blocked,Medium,bob,charlie,2025-06-03 17:26:23,2025-06-06 17:26:23,,2025-06-10 17:26:23,15.7,,Research,Sprint 4,Sprint 4,"ml, deploy, backend",2
320,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,In Progress,Critical,charlie,alice,2025-05-26 06:24:59,2025-05-29 06:24:59,,2025-06-04 06:24:59,12.1,,Testing,Sprint 4,Sprint 4,ml,11
321,Bug task for Testing,Please handle a Bug related to Testing. Priority: Critical.,Bug,Blocked,Critical,eve,diana,2025-05-23 22:15:28,2025-05-24 22:15:28,,2025-05-29 22:15:28,11.9,,Testing,Sprint 3,Sprint 3,"ui, auth, api",12
322,Epic task for Research,Please handle a Epic related to Research. Priority: Low.,Epic,Blocked,Low,eve,charlie,2025-05-17 16:08:56,2025-05-18 16:08:56,,2025-05-28 16:08:56,6.3,,Research,Sprint 3,Sprint 3,"ml, deploy",4
323,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,In Progress,Critical,diana,eve,2025-05-26 20:37:18,2025-05-27 20:37:18,,2025-06-02 20:37:18,7.9,,Testing,Sprint 5,Sprint 5,"backend, deploy",0
324,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,In Progress,Critical,bob,eve,2025-05-29 15:37:55,2025-06-02 15:37:55,,2025-06-08 15:37:55,4.8,,Development,Sprint 3,Sprint 3,"api, auth, database",2
325,Task task for Development,Please handle a Task related to Development. Priority: Critical.,Task,Review,Critical,charlie,alice,2025-05-28 03:17:12,2025-06-02 03:17:12,,2025-06-04 03:17:12,13.5,,Development,Sprint 3,Sprint 3,"ml, auth, database",0
326,Task task for Research,Please handle a Task related to Research. Priority: Low.,Task,In Progress,Low,charlie,eve,2025-05-22 11:23:37,2025-05-23 11:23:37,,2025-06-05 11:23:37,4.4,,Research,Sprint 5,Sprint 5,"database, api",0
327,Task task for Development,Please handle a Task related to Development. Priority: Critical.,Task,Completed,Critical,eve,diana,2025-06-03 11:35:16,2025-06-08 11:35:16,2025-06-10 11:35:16,2025-06-09 11:35:16,2.6,2.3,Development,Sprint 5,Sprint 5,database,0
328,Story task for Testing,Please handle a Story related to Testing. Priority: Low.,Story,In Progress,Low,diana,eve,2025-06-03 23:22:48,2025-06-08 23:22:48,,2025-06-15 23:22:48,8.3,,Testing,Sprint 4,Sprint 4,"database, ui, backend",3
329,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,Completed,Critical,eve,alice,2025-05-19 22:10:14,2025-05-20 22:10:14,2025-05-23 22:10:14,2025-06-01 22:10:14,9.0,9.8,Research,Sprint 3,Sprint 3,api,6
330,Bug task for Design,Please handle a Bug related to Design. Priority: Critical.,Bug,Blocked,Critical,charlie,bob,2025-05-17 11:50:11,2025-05-19 11:50:11,,2025-05-23 11:50:11,6.5,,Design,Sprint 3,Sprint 3,"backend, api",5
331,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,To Do,Low,diana,eve,2025-06-10 18:54:55,2025-06-15 18:54:55,,2025-06-21 18:54:55,12.2,,Design,Sprint 2,Sprint 2,"backend, auth",15
332,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,In Progress,Low,alice,bob,2025-06-08 05:12:42,2025-06-09 05:12:42,,2025-06-13 05:12:42,13.9,,Research,Sprint 4,Sprint 4,"ui, ml",7
333,Epic task for Testing,Please handle a Epic related to Testing. Priority: Medium.,Epic,In Progress,Medium,diana,bob,2025-05-25 09:52:47,2025-05-27 09:52:47,,2025-06-04 09:52:47,3.3,,Testing,Sprint 5,Sprint 5,"deploy, backend",10
334,Task task for Design,Please handle a Task related to Design. Priority: High.,Task,To Do,High,bob,alice,2025-05-30 00:48:06,2025-06-03 00:48:06,,2025-06-08 00:48:06,14.9,,Design,Sprint 3,Sprint 3,"ui, database, auth",5
335,Story task for Design,Please handle a Story related to Design. Priority: Critical.,Story,In Progress,Critical,bob,eve,2025-05-18 16:16:34,2025-05-23 16:16:34,,2025-05-27 16:16:34,8.2,,Design,Sprint 5,Sprint 5,"ml, auth, database",13
336,Epic task for Design,Please handle a Epic related to Design. Priority: High.,Epic,To Do,High,bob,diana,2025-05-19 10:51:01,2025-05-20 10:51:01,,2025-05-28 10:51:01,9.4,,Design,Sprint 2,Sprint 2,"backend, ui",5
337,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,To Do,Critical,eve,alice,2025-05-26 05:50:26,2025-05-31 05:50:26,,2025-06-06 05:50:26,14.1,,Development,Sprint 1,Sprint 1,"ml, deploy",9
338,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,Completed,Low,eve,charlie,2025-05-25 01:03:57,2025-05-29 01:03:57,2025-05-31 01:03:57,2025-06-06 01:03:57,15.3,20.4,Design,Sprint 1,Sprint 1,api,2
339,Epic task for Research,Please handle a Epic related to Research. Priority: Medium.,Epic,Completed,Medium,bob,alice,2025-05-31 08:35:48,2025-06-01 08:35:48,2025-06-02 08:35:48,2025-06-11 08:35:48,9.7,10.1,Research,Sprint 3,Sprint 3,database,6
340,Story task for Design,Please handle a Story related to Design. Priority: Critical.,Story,In Progress,Critical,alice,diana,2025-05-29 17:14:33,2025-06-01 17:14:33,,2025-06-13 17:14:33,5.1,,Design,Sprint 2,Sprint 2,"api, database",14
341,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,Completed,Critical,alice,eve,2025-05-26 14:24:19,2025-05-31 14:24:19,2025-06-01 14:24:19,2025-05-31 14:24:19,7.3,6.1,Development,Sprint 5,Sprint 5,deploy,10
342,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,Completed,Medium,charlie,alice,2025-06-10 20:17:21,2025-06-11 20:17:21,2025-06-12 20:17:21,2025-06-22 20:17:21,9.4,11.8,Testing,Sprint 5,Sprint 5,api,14
343,Task task for Research,Please handle a Task related to Research. Priority: High.,Task,Completed,High,diana,eve,2025-06-05 04:42:35,2025-06-09 04:42:35,2025-06-13 04:42:35,2025-06-16 04:42:35,6.0,6.7,Research,Sprint 2,Sprint 2,"api, ml",10
344,Story task for Development,Please handle a Story related to Development. Priority: Medium.,Story,Blocked,Medium,eve,charlie,2025-06-01 21:02:54,2025-06-06 21:02:54,,2025-06-09 21:02:54,7.1,,Development,Sprint 5,Sprint 5,"backend, database",14
345,Task task for Testing,Please handle a Task related to Testing. Priority: Critical.,Task,In Progress,Critical,diana,eve,2025-05-26 11:50:00,2025-05-29 11:50:00,,2025-06-09 11:50:00,15.5,,Testing,Sprint 3,Sprint 3,ui,9
346,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,Review,Medium,alice,charlie,2025-06-09 14:17:20,2025-06-13 14:17:20,,2025-06-15 14:17:20,11.1,,Testing,Sprint 2,Sprint 2,"ui, api, auth",9
347,Task task for Development,Please handle a Task related to Development. Priority: Low.,Task,In Progress,Low,charlie,eve,2025-06-01 20:58:59,2025-06-02 20:58:59,,2025-06-14 20:58:59,10.2,,Development,Sprint 5,Sprint 5,"backend, database, ui",4
348,Story task for Design,Please handle a Story related to Design. Priority: Medium.,Story,In Progress,Medium,alice,eve,2025-06-08 00:52:28,2025-06-10 00:52:28,,2025-06-23 00:52:28,2.2,,Design,Sprint 5,Sprint 5,"auth, api, backend",1
349,Task task for Development,Please handle a Task related to Development. Priority: Medium.,Task,Review,Medium,charlie,bob,2025-06-03 17:44:07,2025-06-04 17:44:07,,2025-06-18 17:44:07,13.6,,Development,Sprint 2,Sprint 2,auth,12
350,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,Blocked,Medium,bob,diana,2025-06-05 23:37:48,2025-06-06 23:37:48,,2025-06-16 23:37:48,8.6,,Testing,Sprint 4,Sprint 4,"api, database",13
351,Bug task for Testing,Please handle a Bug related to Testing. Priority: Low.,Bug,In Progress,Low,charlie,diana,2025-06-10 00:14:06,2025-06-14 00:14:06,,2025-06-20 00:14:06,15.3,,Testing,Sprint 5,Sprint 5,"backend, database",9
352,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,Blocked,Medium,bob,charlie,2025-05-21 22:26:30,2025-05-25 22:26:30,,2025-06-04 22:26:30,2.5,,Testing,Sprint 3,Sprint 3,"ml, backend, ui",2
353,Task task for Research,Please handle a Task related to Research. Priority: Medium.,Task,Review,Medium,bob,charlie,2025-06-01 08:45:29,2025-06-03 08:45:29,,2025-06-16 08:45:29,13.7,,Research,Sprint 1,Sprint 1,"api, auth",14
354,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,Review,Low,charlie,diana,2025-06-02 12:31:42,2025-06-03 12:31:42,,2025-06-16 12:31:42,14.4,,Design,Sprint 2,Sprint 2,"auth, database",7
355,Task task for Development,Please handle a Task related to Development. Priority: Medium.,Task,Blocked,Medium,diana,bob,2025-05-28 11:11:50,2025-05-31 11:11:50,,2025-06-05 11:11:50,11.1,,Development,Sprint 4,Sprint 4,"ui, deploy",14
356,Epic task for Research,Please handle a Epic related to Research. Priority: Low.,Epic,Review,Low,alice,charlie,2025-06-13 12:06:35,2025-06-15 12:06:35,,2025-06-23 12:06:35,10.7,,Research,Sprint 3,Sprint 3,"backend, auth",1
357,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,Completed,Low,alice,charlie,2025-05-24 14:20:47,2025-05-29 14:20:47,2025-05-31 14:20:47,2025-06-08 14:20:47,9.8,9.2,Research,Sprint 3,Sprint 3,database,4
358,Epic task for Development,Please handle a Epic related to Development. Priority: Low.,Epic,Completed,Low,bob,alice,2025-05-22 10:46:25,2025-05-25 10:46:25,2025-05-30 10:46:25,2025-06-03 10:46:25,11.8,11.1,Development,Sprint 5,Sprint 5,backend,11
359,Epic task for Design,Please handle a Epic related to Design. Priority: Medium.,Epic,In Progress,Medium,eve,diana,2025-05-23 01:27:16,2025-05-28 01:27:16,,2025-06-03 01:27:16,9.0,,Design,Sprint 2,Sprint 2,"auth, backend, ml",14
360,Story task for Testing,Please handle a Story related to Testing. Priority: Low.,Story,To Do,Low,bob,alice,2025-05-16 10:21:06,2025-05-18 10:21:06,,2025-05-30 10:21:06,2.9,,Testing,Sprint 2,Sprint 2,"ml, auth",5
361,Epic task for Development,Please handle a Epic related to Development. Priority: Medium.,Epic,Review,Medium,diana,bob,2025-06-05 02:16:50,2025-06-10 02:16:50,,2025-06-16 02:16:50,4.5,,Development,Sprint 1,Sprint 1,"auth, ml",9
362,Bug task for Development,Please handle a Bug related to Development. Priority: High.,Bug,Blocked,High,eve,charlie,2025-05-28 18:57:05,2025-05-29 18:57:05,,2025-06-12 18:57:05,2.5,,Development,Sprint 5,Sprint 5,"backend, deploy, ml",6
363,Epic task for Testing,Please handle a Epic related to Testing. Priority: Medium.,Epic,Completed,Medium,charlie,eve,2025-06-02 10:45:24,2025-06-06 10:45:24,2025-06-10 10:45:24,2025-06-10 10:45:24,3.0,2.6,Testing,Sprint 2,Sprint 2,"api, backend, deploy",1
364,Epic task for Research,Please handle a Epic related to Research. Priority: High.,Epic,In Progress,High,charlie,bob,2025-05-17 15:09:43,2025-05-18 15:09:43,,2025-05-26 15:09:43,2.7,,Research,Sprint 1,Sprint 1,database,5
365,Task task for Testing,Please handle a Task related to Testing. Priority: High.,Task,Review,High,charlie,bob,2025-05-19 00:54:43,2025-05-24 00:54:43,,2025-05-31 00:54:43,4.2,,Testing,Sprint 2,Sprint 2,deploy,10
366,Epic task for Development,Please handle a Epic related to Development. Priority: Low.,Epic,Review,Low,bob,diana,2025-05-15 12:25:45,2025-05-19 12:25:45,,2025-05-28 12:25:45,13.7,,Development,Sprint 3,Sprint 3,ui,1
367, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Review,Low,eve,alice,2025-06-06 03:08:00,2025-06-09 03:08:00,,2025-06-18 03:08:00,12.6,,Research,Sprint 5,Sprint 5,auth,9
368,Task task for Development,Please handle a Task related to Development. Priority: Medium.,Task,Review,Medium,alice,eve,2025-05-15 17:12:51,2025-05-17 17:12:51,,2025-05-20 17:12:51,9.5,,Development,Sprint 5,Sprint 5,"api, auth, ml",8
369,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,Blocked,Low,diana,charlie,2025-06-01 23:24:09,2025-06-02 23:24:09,,2025-06-10 23:24:09,6.6,,Design,Sprint 2,Sprint 2,ml,1
370,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,Review,High,diana,charlie,2025-05-27 00:53:27,2025-06-01 00:53:27,,2025-06-06 00:53:27,8.4,,Testing,Sprint 4,Sprint 4,"api, backend",12
371,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,Blocked,Critical,charlie,diana,2025-05-20 01:06:51,2025-05-22 01:06:51,,2025-05-30 01:06:51,4.2,,Research,Sprint 1,Sprint 1,"database, backend, api",8
372,Bug task for Design,Please handle a Bug related to Design. Priority: Low.,Bug,In Progress,Low,alice,eve,2025-05-21 23:02:54,2025-05-24 23:02:54,,2025-05-30 23:02:54,9.7,,Design,Sprint 3,Sprint 3,"api, auth, deploy",9
373,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,Review,Medium,alice,charlie,2025-06-03 05:06:49,2025-06-08 05:06:49,,2025-06-16 05:06:49,14.7,,Testing,Sprint 3,Sprint 3,ml,13
374,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,To Do,High,bob,alice,2025-05-19 13:13:39,2025-05-23 13:13:39,,2025-05-24 13:13:39,4.2,,Development,Sprint 2,Sprint 2,auth,15
375,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,Blocked,High,charlie,eve,2025-05-16 01:36:22,2025-05-17 01:36:22,,2025-05-29 01:36:22,5.4,,Testing,Sprint 3,Sprint 3,backend,7
376,Task task for Testing,Please handle a Task related to Testing. Priority: Low.,Task,To Do,Low,charlie,bob,2025-06-03 05:43:23,2025-06-06 05:43:23,,2025-06-14 05:43:23,14.6,,Testing,Sprint 3,Sprint 3,"database, api",8
377,Task task for Development,Please handle a Task related to Development. Priority: Medium.,Task,Review,Medium,bob,diana,2025-05-28 05:04:46,2025-06-01 05:04:46,,2025-06-06 05:04:46,14.5,,Development,Sprint 4,Sprint 4,deploy,14
378,Story task for Design,Please handle a Story related to Design. Priority: Low.,Story,Review,Low,alice,charlie,2025-05-20 07:03:06,2025-05-23 07:03:06,,2025-05-27 07:03:06,10.8,,Design,Sprint 1,Sprint 1,"database, ui",8
379,Epic task for Development,Please handle a Epic related to Development. Priority: Medium.,Epic,To Do,Medium,bob,diana,2025-06-08 02:58:33,2025-06-12 02:58:33,,2025-06-23 02:58:33,7.1,,Development,Sprint 4,Sprint 4,"api, deploy",13
380,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,In Progress,Medium,alice,bob,2025-06-01 17:30:38,2025-06-04 17:30:38,,2025-06-08 17:30:38,6.7,,Testing,Sprint 1,Sprint 1,auth,5
381,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,Review,Medium,eve,alice,2025-06-13 02:20:38,2025-06-14 02:20:38,,2025-06-22 02:20:38,14.9,,Testing,Sprint 1,Sprint 1,auth,1
382, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Completed,High,eve,alice,2025-05-21 17:27:31,2025-05-26 17:27:31,2025-05-29 17:27:31,2025-06-04 17:27:31,9.5,7.8,Research,Sprint 2,Sprint 2,"database, auth, ui",12
383,Story task for Testing,Please handle a Story related to Testing. Priority: Critical.,Story,Review,Critical,bob,alice,2025-05-20 03:21:37,2025-05-23 03:21:37,,2025-05-28 03:21:37,7.0,,Testing,Sprint 5,Sprint 5,"ui, ml",9
384,Task task for Design,Please handle a Task related to Design. Priority: High.,Task,In Progress,High,diana,eve,2025-05-24 22:10:58,2025-05-26 22:10:58,,2025-06-01 22:10:58,5.9,,Design,Sprint 5,Sprint 5,"ui, ml",13
385,Task task for Research,Please handle a Task related to Research. Priority: Medium.,Task,In Progress,Medium,diana,eve,2025-06-05 14:27:00,2025-06-10 14:27:00,,2025-06-15 14:27:00,5.3,,Research,Sprint 1,Sprint 1,"api, backend",14
386,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,Completed,Critical,eve,bob,2025-05-27 11:14:16,2025-05-29 11:14:16,2025-05-30 11:14:16,2025-06-01 11:14:16,2.4,2.1,Development,Sprint 5,Sprint 5,"auth, backend",0
387,Story task for Design,Please handle a Story related to Design. Priority: High.,Story,In Progress,High,eve,bob,2025-06-06 22:41:48,2025-06-08 22:41:48,,2025-06-20 22:41:48,14.9,,Design,Sprint 2,Sprint 2,"backend, ml, api",15
388,Story task for Design,Please handle a Story related to Design. Priority: Medium.,Story,To Do,Medium,charlie,eve,2025-06-09 21:50:47,2025-06-11 21:50:47,,2025-06-18 21:50:47,4.7,,Design,Sprint 1,Sprint 1,"ml, auth, database",13
389,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,Completed,High,eve,charlie,2025-05-17 11:41:57,2025-05-22 11:41:57,2025-05-24 11:41:57,2025-05-24 11:41:57,9.3,9.9,Testing,Sprint 4,Sprint 4,api,12
390,Task task for Research,Please handle a Task related to Research. Priority: High.,Task,Blocked,High,bob,eve,2025-05-23 02:11:16,2025-05-26 02:11:16,,2025-05-30 02:11:16,7.1,,Research,Sprint 5,Sprint 5,"database, ui, ml",14
391,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,Review,Critical,bob,diana,2025-05-16 02:28:37,2025-05-20 02:28:37,,2025-05-25 02:28:37,3.8,,Research,Sprint 5,Sprint 5,api,8
392,Epic task for Design,Please handle a Epic related to Design. Priority: Medium.,Epic,In Progress,Medium,bob,diana,2025-06-02 17:01:02,2025-06-04 17:01:02,,2025-06-15 17:01:02,10.9,,Design,Sprint 3,Sprint 3,"deploy, database",4
393,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,To Do,Medium,bob,charlie,2025-05-22 04:56:06,2025-05-24 04:56:06,,2025-06-05 04:56:06,14.2,,Testing,Sprint 1,Sprint 1,"api, ml, database",0
394,Epic task for Research,Please handle a Epic related to Research. Priority: High.,Epic,To Do,High,eve,charlie,2025-05-20 04:27:10,2025-05-24 04:27:10,,2025-05-30 04:27:10,10.1,,Research,Sprint 5,Sprint 5,backend,7
395,Bug task for Development,Please handle a Bug related to Development. Priority: Medium.,Bug,Blocked,Medium,bob,charlie,2025-06-07 10:03:05,2025-06-11 10:03:05,,2025-06-18 10:03:05,15.9,,Development,Sprint 3,Sprint 3,ui,13
396,Bug task for Development,Please handle a Bug related to Development. Priority: Critical.,Bug,To Do,Critical,diana,eve,2025-05-25 03:24:51,2025-05-30 03:24:51,,2025-05-31 03:24:51,3.8,,Development,Sprint 3,Sprint 3,"database, deploy",13
397, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Blocked,High,bob,eve,2025-06-09 17:28:16,2025-06-12 17:28:16,,2025-06-24 17:28:16,8.1,,Research,Sprint 1,Sprint 1,deploy,12
398,Epic task for Design,Please handle a Epic related to Design. Priority: Critical.,Epic,Completed,Critical,eve,bob,2025-05-21 03:10:29,2025-05-25 03:10:29,2025-05-30 03:10:29,2025-05-31 03:10:29,12.3,16.7,Design,Sprint 4,Sprint 4,"ui, api",14
399,Task task for Design,Please handle a Task related to Design. Priority: Critical.,Task,Completed,Critical,bob,alice,2025-06-04 19:49:14,2025-06-05 19:49:14,2025-06-08 19:49:14,2025-06-13 19:49:14,11.9,17.2,Design,Sprint 1,Sprint 1,"auth, database",8
400,Task task for Research,Please handle a Task related to Research. Priority: Low.,Task,Blocked,Low,diana,alice,2025-05-20 03:15:47,2025-05-24 03:15:47,,2025-06-02 03:15:47,5.3,,Research,Sprint 1,Sprint 1,database,12
401,Task task for Testing,Please handle a Task related to Testing. Priority: Critical.,Task,Review,Critical,diana,eve,2025-06-13 03:25:05,2025-06-14 03:25:05,,2025-06-23 03:25:05,4.1,,Testing,Sprint 5,Sprint 5,backend,9
402,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,In Progress,Critical,eve,bob,2025-05-30 20:11:41,2025-05-31 20:11:41,,2025-06-09 20:11:41,5.9,,Research,Sprint 1,Sprint 1,"api, ml, ui",13
403,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,To Do,Medium,eve,diana,2025-05-31 02:09:03,2025-06-04 02:09:03,,2025-06-05 02:09:03,14.5,,Testing,Sprint 4,Sprint 4,deploy,1
404,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,Blocked,High,charlie,alice,2025-06-04 08:23:13,2025-06-09 08:23:13,,2025-06-15 08:23:13,5.3,,Testing,Sprint 5,Sprint 5,"auth, ui",10
405,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,Review,Critical,alice,charlie,2025-06-12 04:50:37,2025-06-13 04:50:37,,2025-06-27 04:50:37,14.5,,Research,Sprint 5,Sprint 5,auth,2
406,Epic task for Research,Please handle a Epic related to Research. Priority: Low.,Epic,Review,Low,charlie,alice,2025-06-10 00:35:21,2025-06-11 00:35:21,,2025-06-24 00:35:21,13.5,,Research,Sprint 5,Sprint 5,"ui, api, deploy",10
407,Task task for Design,Please handle a Task related to Design. Priority: High.,Task,In Progress,High,bob,diana,2025-05-30 03:15:51,2025-06-03 03:15:51,,2025-06-04 03:15:51,3.1,,Design,Sprint 3,Sprint 3,"database, auth",11
408, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Completed,High,eve,bob,2025-05-30 07:33:45,2025-06-02 07:33:45,2025-06-05 07:33:45,2025-06-12 07:33:45,12.0,11.9,Research,Sprint 1,Sprint 1,"auth, api",6
409,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,In Progress,Medium,charlie,alice,2025-06-12 22:02:19,2025-06-15 22:02:19,,2025-06-17 22:02:19,10.8,,Testing,Sprint 3,Sprint 3,"deploy, ui, api",6
410,Story task for Development,Please handle a Story related to Development. Priority: Medium.,Story,Completed,Medium,diana,bob,2025-05-29 22:12:37,2025-05-30 22:12:37,2025-05-31 22:12:37,2025-06-03 22:12:37,9.9,8.6,Development,Sprint 3,Sprint 3,"deploy, api",3
411,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,In Progress,Critical,bob,diana,2025-06-07 13:16:36,2025-06-09 13:16:36,,2025-06-16 13:16:36,4.0,,Development,Sprint 1,Sprint 1,"database, ml",3
412,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,Blocked,Critical,diana,alice,2025-06-08 06:06:19,2025-06-12 06:06:19,,2025-06-14 06:06:19,2.3,,Research,Sprint 3,Sprint 3,"api, auth",1
413,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,In Progress,Low,charlie,diana,2025-06-09 08:30:29,2025-06-14 08:30:29,,2025-06-22 08:30:29,15.3,,Design,Sprint 2,Sprint 2,auth,7
414,Bug task for Design,Please handle a Bug related to Design. Priority: Medium.,Bug,Review,Medium,bob,alice,2025-06-06 09:17:43,2025-06-10 09:17:43,,2025-06-13 09:17:43,14.5,,Design,Sprint 2,Sprint 2,"database, ml, backend",4
