task_id,title,description,type,status,priority,assignee,reporter,created_at,start_time,end_time,due_date,estimated_hours,actual_hours,category,board_name,sprint_name,labels,comments_count
360,Feeling heavy how candidate.,Adult enjoy rise expert return commercial. Cut wall reveal oil where fine station.,Story,To Do,Low,bob,alice,2025-05-16 10:21:06,2025-05-18 10:21:06,,2025-05-30 10:21:06,2.9,,Testing,Sprint 2,Sprint 2,"ml, auth",5
361,Visit significant little choose three teacher.,Son daughter summer officer knowledge. Let staff deal knowledge media thousand. Question sit her guess artist Mrs anything.,Epic,Review,Medium,diana,bob,2025-06-05 02:16:50,2025-06-10 02:16:50,,2025-06-16 02:16:50,4.5,,Development,Sprint 1,Sprint 1,"auth, ml",9
362,Much because defense especially head already.,Song information PM teach left break rich picture. Friend management everyone job both tonight class.,Bug,Blocked,High,eve,charlie,2025-05-28 18:57:05,2025-05-29 18:57:05,,2025-06-12 18:57:05,2.5,,Development,Sprint 5,Sprint 5,"backend, deploy, ml",6
363,Back beat hour certain claim evidence notice up.,Window line hope talk easy than yeah. Reduce media north understand around institution anyone position. Do herself responsibility suffer garden.,Epic,Completed,Medium,charlie,eve,2025-06-02 10:45:24,2025-06-06 10:45:24,2025-06-10 10:45:24,2025-06-10 10:45:24,3.0,2.6,Testing,Sprint 2,Sprint 2,"api, backend, deploy",1
364,Both should move people market nearly fear might.,Evening just ok structure. Field form decision grow crime former area. Popular establish gun education final store coach. Environmental organization he.,Epic,In Progress,High,charlie,bob,2025-05-17 15:09:43,2025-05-18 15:09:43,,2025-05-26 15:09:43,2.7,,Research,Sprint 1,Sprint 1,database,5
365,Reality them whom compare.,Shake east every material hot various change. While not long bring. Line structure we bring either away kitchen mind.,Task,Review,High,charlie,bob,2025-05-19 00:54:43,2025-05-24 00:54:43,,2025-05-31 00:54:43,4.2,,Testing,Sprint 2,Sprint 2,deploy,10
366,Three history bar hundred north.,Sound over skill join should she worker. Probably media right share however.,Epic,Review,Low,bob,diana,2025-05-15 12:25:45,2025-05-19 12:25:45,,2025-05-28 12:25:45,13.7,,Development,Sprint 3,Sprint 3,ui,1
367,Miss full part.,Pretty friend social knowledge treat other. Natural around laugh letter grow. Entire agree quality eat rather.,Story,Review,Low,eve,alice,2025-06-06 03:08:00,2025-06-09 03:08:00,,2025-06-18 03:08:00,12.6,,Research,Sprint 5,Sprint 5,auth,9
368,Explain reflect likely three history down star interesting.,Teacher how social speech. Fill southern official style produce head clear style.,Task,Review,Medium,alice,eve,2025-05-15 17:12:51,2025-05-17 17:12:51,,2025-05-20 17:12:51,9.5,,Development,Sprint 5,Sprint 5,"api, auth, ml",8
369,Point brother from source reduce magazine although during.,Expert far measure we any best cup. Last usually class happy.,Task,Blocked,Low,diana,charlie,2025-06-01 23:24:09,2025-06-02 23:24:09,,2025-06-10 23:24:09,6.6,,Design,Sprint 2,Sprint 2,ml,1
370,Light clearly political kid beat cup listen.,The character will image myself activity of forward. Important everything expect order much. Election minute federal plant news.,Epic,Review,High,diana,charlie,2025-05-27 00:53:27,2025-06-01 00:53:27,,2025-06-06 00:53:27,8.4,,Testing,Sprint 4,Sprint 4,"api, backend",12
371,Dog summer good establish image.,Become expert travel year. Reality garden test.,Epic,Blocked,Critical,charlie,diana,2025-05-20 01:06:51,2025-05-22 01:06:51,,2025-05-30 01:06:51,4.2,,Research,Sprint 1,Sprint 1,"database, backend, api",8
372,Now current several.,Pattern able should their central. Director increase pattern. Attorney in stand.,Bug,In Progress,Low,alice,eve,2025-05-21 23:02:54,2025-05-24 23:02:54,,2025-05-30 23:02:54,9.7,,Design,Sprint 3,Sprint 3,"api, auth, deploy",9
373,Receive evening speak onto never it.,Make people another change she. Film hand recently letter experience entire. Good view allow type.,Bug,Review,Medium,alice,charlie,2025-06-03 05:06:49,2025-06-08 05:06:49,,2025-06-16 05:06:49,14.7,,Testing,Sprint 3,Sprint 3,ml,13
374,Toward scientist set about.,Financial enough necessary leave important range measure minute. Past heavy high herself raise to. Firm detail real truth as authority.,Task,To Do,High,bob,alice,2025-05-19 13:13:39,2025-05-23 13:13:39,,2025-05-24 13:13:39,4.2,,Development,Sprint 2,Sprint 2,auth,15
375,We four apply say per series.,Eight hundred such against occur claim event. Wish study prepare. Threat structure out research many.,Epic,Blocked,High,charlie,eve,2025-05-16 01:36:22,2025-05-17 01:36:22,,2025-05-29 01:36:22,5.4,,Testing,Sprint 3,Sprint 3,backend,7
376,Congress game begin human.,Player live style. Foot raise change table it none.,Task,To Do,Low,charlie,bob,2025-06-03 05:43:23,2025-06-06 05:43:23,,2025-06-14 05:43:23,14.6,,Testing,Sprint 3,Sprint 3,"database, api",8
377,Minute civil focus white small control.,Seat right note challenge south life claim site. Early soon example year power.,Task,Review,Medium,bob,diana,2025-05-28 05:04:46,2025-06-01 05:04:46,,2025-06-06 05:04:46,14.5,,Development,Sprint 4,Sprint 4,deploy,14
378,Street situation blood tough human new.,Beat she assume recent energy game end. Year eat represent will significant either. Whatever table world.,Story,Review,Low,alice,charlie,2025-05-20 07:03:06,2025-05-23 07:03:06,,2025-05-27 07:03:06,10.8,,Design,Sprint 1,Sprint 1,"database, ui",8
379,Bank into expect east quite.,These with where clear let. Light since allow election end rock.,Epic,To Do,Medium,bob,diana,2025-06-08 02:58:33,2025-06-12 02:58:33,,2025-06-23 02:58:33,7.1,,Development,Sprint 4,Sprint 4,"api, deploy",13
380,Court significant sport whether if behind word.,Find help thus remain. Generation institution appear figure.,Bug,In Progress,Medium,alice,bob,2025-06-01 17:30:38,2025-06-04 17:30:38,,2025-06-08 17:30:38,6.7,,Testing,Sprint 1,Sprint 1,auth,5
381,Speak me major action.,Staff wrong budget three expect truth compare. Standard for and once third save. Likely data protect kind second hundred.,Task,Review,Medium,eve,alice,2025-06-13 02:20:38,2025-06-14 02:20:38,,2025-06-22 02:20:38,14.9,,Testing,Sprint 1,Sprint 1,auth,1
382,Fast argue mind stock future over point international.,Second skill many perhaps baby. Return whose way financial material senior. Debate world thus write just plan front pull.,Story,Completed,High,eve,alice,2025-05-21 17:27:31,2025-05-26 17:27:31,2025-05-29 17:27:31,2025-06-04 17:27:31,9.5,7.8,Research,Sprint 2,Sprint 2,"database, auth, ui",12
383,Necessary relationship safe.,Commercial walk safe account exist foreign. Lead allow result since suddenly whatever.,Story,Review,Critical,bob,alice,2025-05-20 03:21:37,2025-05-23 03:21:37,,2025-05-28 03:21:37,7.0,,Testing,Sprint 5,Sprint 5,"ui, ml",9
384,Of pressure interesting enough whatever involve ten listen.,Defense act create. Rise always card read impact just far.,Task,In Progress,High,diana,eve,2025-05-24 22:10:58,2025-05-26 22:10:58,,2025-06-01 22:10:58,5.9,,Design,Sprint 5,Sprint 5,"ui, ml",13
385,Hour interest type economy.,Baby old black wife. Ago product prepare still sometimes nature its employee.,Task,In Progress,Medium,diana,eve,2025-06-05 14:27:00,2025-06-10 14:27:00,,2025-06-15 14:27:00,5.3,,Research,Sprint 1,Sprint 1,"api, backend",14
386,Require accept thousand by write.,Upon fine hot yourself policy matter year. They six positive pay. Identify ball song. Build one bed modern notice.,Epic,Completed,Critical,eve,bob,2025-05-27 11:14:16,2025-05-29 11:14:16,2025-05-30 11:14:16,2025-06-01 11:14:16,2.4,2.1,Development,Sprint 5,Sprint 5,"auth, backend",0
387,Nature air growth technology fly.,Develop thus himself message thus week design. Suggest enter prove professor industry here baby. Send defense play miss blood side.,Story,In Progress,High,eve,bob,2025-06-06 22:41:48,2025-06-08 22:41:48,,2025-06-20 22:41:48,14.9,,Design,Sprint 2,Sprint 2,"backend, ml, api",15
388,Design do skin administration reason.,Arrive who a room civil. Truth someone policy research. Pretty station community.,Story,To Do,Medium,charlie,eve,2025-06-09 21:50:47,2025-06-11 21:50:47,,2025-06-18 21:50:47,4.7,,Design,Sprint 1,Sprint 1,"ml, auth, database",13
389,Hit tend cost clear offer cell whom.,Successful important whose live live rather. Tonight really then foot. Main center process work happen.,Epic,Completed,High,eve,charlie,2025-05-17 11:41:57,2025-05-22 11:41:57,2025-05-24 11:41:57,2025-05-24 11:41:57,9.3,9.9,Testing,Sprint 4,Sprint 4,api,12
390,Eye authority anyone medical by air material.,Father bit game yet model security.,Task,Blocked,High,bob,eve,2025-05-23 02:11:16,2025-05-26 02:11:16,,2025-05-30 02:11:16,7.1,,Research,Sprint 5,Sprint 5,"database, ui, ml",14
391,Executive seven time hair discuss.,Wall every detail air. Through church share attack rich.,Epic,Review,Critical,bob,diana,2025-05-16 02:28:37,2025-05-20 02:28:37,,2025-05-25 02:28:37,3.8,,Research,Sprint 5,Sprint 5,api,8
392,Success certainly feeling amount all late available.,Everything change word almost. Fast until scene industry. Always interest medical growth door successful.,Epic,In Progress,Medium,bob,diana,2025-06-02 17:01:02,2025-06-04 17:01:02,,2025-06-15 17:01:02,10.9,,Design,Sprint 3,Sprint 3,"deploy, database",4
393,How finish yet force big central step.,Particular sister number wear before. Season heavy truth story.,Task,To Do,Medium,bob,charlie,2025-05-22 04:56:06,2025-05-24 04:56:06,,2025-06-05 04:56:06,14.2,,Testing,Sprint 1,Sprint 1,"api, ml, database",0
394,Building industry region them TV green.,Population pay kitchen minute listen.,Epic,To Do,High,eve,charlie,2025-05-20 04:27:10,2025-05-24 04:27:10,,2025-05-30 04:27:10,10.1,,Research,Sprint 5,Sprint 5,backend,7
395,Race collection kitchen game course first why throw.,Discussion security bad ability half. Wife style test your rather.,Bug,Blocked,Medium,bob,charlie,2025-06-07 10:03:05,2025-06-11 10:03:05,,2025-06-18 10:03:05,15.9,,Development,Sprint 3,Sprint 3,ui,13
396,Wait page a service since able provide.,Against author again right idea. Walk bad third civil single also cut tonight.,Bug,To Do,Critical,diana,eve,2025-05-25 03:24:51,2025-05-30 03:24:51,,2025-05-31 03:24:51,3.8,,Development,Sprint 3,Sprint 3,"database, deploy",13
397,Experience institution across mouth.,Charge paper heart suggest wonder. Building there hope card speak decision into. Learn always safe measure machine me.,Story,Blocked,High,bob,eve,2025-06-09 17:28:16,2025-06-12 17:28:16,,2025-06-24 17:28:16,8.1,,Research,Sprint 1,Sprint 1,deploy,12
398,Trip spend middle range sport.,That mention discuss to fall. Pull ago professor sea produce hour. Save person else play seven.,Epic,Completed,Critical,eve,bob,2025-05-21 03:10:29,2025-05-25 03:10:29,2025-05-30 03:10:29,2025-05-31 03:10:29,12.3,16.7,Design,Sprint 4,Sprint 4,"ui, api",14
399,Player machine serious main writer.,Including material wide ball low south camera. Surface enough computer interview oil your position.,Task,Completed,Critical,bob,alice,2025-06-04 19:49:14,2025-06-05 19:49:14,2025-06-08 19:49:14,2025-06-13 19:49:14,11.9,17.2,Design,Sprint 1,Sprint 1,"auth, database",8
400,Citizen possible arrive throw thing war.,Attorney fish rather sit. Draw want only particular president art. Just rich bar production western force.,Task,Blocked,Low,diana,alice,2025-05-20 03:15:47,2025-05-24 03:15:47,,2025-06-02 03:15:47,5.3,,Research,Sprint 1,Sprint 1,database,12
401,Factor my who reason.,Knowledge main raise. Girl able glass industry.,Task,Review,Critical,diana,eve,2025-06-13 03:25:05,2025-06-14 03:25:05,,2025-06-23 03:25:05,4.1,,Testing,Sprint 5,Sprint 5,backend,9
402,Board discuss young last page however successful.,Now nothing home recently white responsibility figure. Job wonder few meet. Information production office recently them per about.,Epic,In Progress,Critical,eve,bob,2025-05-30 20:11:41,2025-05-31 20:11:41,,2025-06-09 20:11:41,5.9,,Research,Sprint 1,Sprint 1,"api, ml, ui",13
403,Shoulder production realize always upon back employee.,Begin generation career drop production station room memory. Never key knowledge animal despite create red.,Task,To Do,Medium,eve,diana,2025-05-31 02:09:03,2025-06-04 02:09:03,,2025-06-05 02:09:03,14.5,,Testing,Sprint 4,Sprint 4,deploy,1
404,Energy scientist party case improve activity.,Involve like reveal possible unit among. Full wonder possible doctor.,Epic,Blocked,High,charlie,alice,2025-06-04 08:23:13,2025-06-09 08:23:13,,2025-06-15 08:23:13,5.3,,Testing,Sprint 5,Sprint 5,"auth, ui",10
405,Although among keep specific be improve floor.,Much food school phone tonight its would. Expect level health ago popular. Soon project yes six measure. Memory five which.,Epic,Review,Critical,alice,charlie,2025-06-12 04:50:37,2025-06-13 04:50:37,,2025-06-27 04:50:37,14.5,,Research,Sprint 5,Sprint 5,auth,2
406,Example thought themselves time owner bring.,Writer race though no at it security mission. Environmental quickly tend produce fine. Economy manager man cold hundred watch.,Epic,Review,Low,charlie,alice,2025-06-10 00:35:21,2025-06-11 00:35:21,,2025-06-24 00:35:21,13.5,,Research,Sprint 5,Sprint 5,"ui, api, deploy",10
407,Conference hope in letter reveal month nature.,Author then star participant election clearly three friend. Test appear situation matter particularly development talk.,Task,In Progress,High,bob,diana,2025-05-30 03:15:51,2025-06-03 03:15:51,,2025-06-04 03:15:51,3.1,,Design,Sprint 3,Sprint 3,"database, auth",11
408,Risk this any series market.,Whatever strategy into customer. Reveal artist more opportunity career chair reduce. Have officer capital son study improve knowledge better.,Story,Completed,High,eve,bob,2025-05-30 07:33:45,2025-06-02 07:33:45,2025-06-05 07:33:45,2025-06-12 07:33:45,12.0,11.9,Research,Sprint 1,Sprint 1,"auth, api",6
409,Budget bad ago at.,Lawyer future owner arrive ball artist. International pretty challenge beautiful. Forward method financial management thank policy safe.,Bug,In Progress,Medium,charlie,alice,2025-06-12 22:02:19,2025-06-15 22:02:19,,2025-06-17 22:02:19,10.8,,Testing,Sprint 3,Sprint 3,"deploy, ui, api",6
410,Energy against rock its.,Night arm song pattern yes perform school. Clearly usually shoulder role. Election road assume cold amount argue low.,Story,Completed,Medium,diana,bob,2025-05-29 22:12:37,2025-05-30 22:12:37,2025-05-31 22:12:37,2025-06-03 22:12:37,9.9,8.6,Development,Sprint 3,Sprint 3,"deploy, api",3
411,Tend away meet.,Hot language middle film deal education. Six stand training parent authority especially family trip. Price describe author like same. Can break attention response support contain occur image.,Story,In Progress,Critical,bob,diana,2025-06-07 13:16:36,2025-06-09 13:16:36,,2025-06-16 13:16:36,4.0,,Development,Sprint 1,Sprint 1,"database, ml",3
412,Defense yourself fly store leader table need.,Believe region argue process. Phone grow better there scientist measure.,Task,Blocked,Critical,diana,alice,2025-06-08 06:06:19,2025-06-12 06:06:19,,2025-06-14 06:06:19,2.3,,Research,Sprint 3,Sprint 3,"api, auth",1
413,Dog soon story clearly possible pay paper.,Establish smile call plant. Soon medical left actually. Page huge film grow head worker.,Task,In Progress,Low,charlie,diana,2025-06-09 08:30:29,2025-06-14 08:30:29,,2025-06-22 08:30:29,15.3,,Design,Sprint 2,Sprint 2,auth,7
414,Entire energy per blue property population.,Away story down majority thing. Despite type officer land outside tell wall. Population artist upon machine field.,Bug,Review,Medium,bob,alice,2025-06-06 09:17:43,2025-06-10 09:17:43,,2025-06-13 09:17:43,14.5,,Design,Sprint 2,Sprint 2,"database, ml, backend",4
415,Especially ground class music political current.,Little on while better analysis decade school. Item draw yard enjoy carry require member myself. Industry body risk air field argue in.,Story,Completed,High,eve,alice,2025-05-26 06:54:47,2025-05-28 06:54:47,2025-05-29 06:54:47,2025-06-04 06:54:47,8.7,10.2,Design,Sprint 2,Sprint 2,"auth, ui",4
416,Loss teach half out eat effort something right.,Fish candidate husband drive cold agreement. Wall method its fund hot share fly.,Task,To Do,Medium,charlie,eve,2025-05-24 15:04:36,2025-05-29 15:04:36,,2025-06-07 15:04:36,2.3,,Development,Sprint 1,Sprint 1,database,15
417,Believe though us media.,Meeting short west easy these maybe during ahead. Pressure guess statement wife itself every yeah. Week entire range conference. Current interview determine as project everyone.,Task,In Progress,High,eve,alice,2025-06-08 03:01:03,2025-06-11 03:01:03,,2025-06-14 03:01:03,8.7,,Research,Sprint 5,Sprint 5,"ml, deploy",4
418,Before common draw.,Around agent son buy strong change. Wind short speak now ahead perform. Newspaper tend read catch race number.,Story,Review,Medium,alice,charlie,2025-06-12 04:34:06,2025-06-13 04:34:06,,2025-06-24 04:34:06,3.5,,Research,Sprint 1,Sprint 1,"api, auth, backend",3
419,People card evidence eight here hour.,Friend catch activity. Him section decide early. Explain national bank follow true first.,Task,In Progress,High,bob,charlie,2025-06-02 17:02:01,2025-06-07 17:02:01,,2025-06-11 17:02:01,13.6,,Design,Sprint 3,Sprint 3,"database, api, backend",10
420,Than yes look method heart.,Above shake care effect information specific me. Baby wrong adult while human coach item interest. Would his have east southern.,Story,Review,High,eve,charlie,2025-06-12 05:52:03,2025-06-15 05:52:03,,2025-06-21 05:52:03,7.2,,Research,Sprint 2,Sprint 2,"database, deploy, ml",3
421,Interesting at three movie never school live institution.,Mission share field treatment relate collection economic. Value force a dinner product. Early against move accept item produce around.,Story,Completed,Medium,alice,eve,2025-06-08 12:07:54,2025-06-10 12:07:54,2025-06-15 12:07:54,2025-06-22 12:07:54,7.8,9.6,Testing,Sprint 4,Sprint 4,"ml, backend",12
422,Pattern color benefit choose high company various ahead.,Explain camera prove spend data majority join. Follow investment husband kind floor marriage. Budget fast beautiful soldier top change.,Epic,To Do,High,eve,diana,2025-05-16 19:02:51,2025-05-20 19:02:51,,2025-05-23 19:02:51,3.5,,Design,Sprint 5,Sprint 5,"ui, auth",12
423,Bit voice author current three evidence.,Rule buy society truth young age believe bank. Play player suffer agency example. Style me identify cup financial serve add.,Epic,Completed,Critical,diana,bob,2025-05-27 23:30:48,2025-05-30 23:30:48,2025-06-02 23:30:48,2025-06-11 23:30:48,9.9,10.9,Research,Sprint 4,Sprint 4,"auth, api, ml",5
424,Really environment kind meet.,Else painting anyone decision health. Soldier assume late purpose.,Bug,Completed,Critical,bob,charlie,2025-05-17 03:56:10,2025-05-21 03:56:10,2025-05-25 03:56:10,2025-05-28 03:56:10,4.7,6.6,Development,Sprint 4,Sprint 4,"api, ui, deploy",10
425,Adult generation cultural report rock them true.,They majority answer minute Republican bag air. Modern break never everyone white candidate bag writer.,Bug,Blocked,Low,alice,charlie,2025-05-20 02:09:25,2025-05-22 02:09:25,,2025-05-29 02:09:25,11.8,,Testing,Sprint 4,Sprint 4,"backend, database",14
426,Learn tax six.,Movement miss weight second pick already. Discover range somebody hope then whole picture. Alone science management force step room go foot. Memory season year old.,Epic,To Do,Critical,eve,alice,2025-06-08 03:39:56,2025-06-09 03:39:56,,2025-06-17 03:39:56,12.4,,Development,Sprint 4,Sprint 4,"ui, api, auth",5
427,Evidence think drive police around.,Away keep plant including mission data. Activity notice choice experience important act perhaps girl. Throw seat mission station tax administration half.,Story,To Do,High,bob,diana,2025-06-05 20:25:42,2025-06-07 20:25:42,,2025-06-19 20:25:42,8.9,,Research,Sprint 3,Sprint 3,"ui, backend, database",11
428,Seek pick happy type space sea.,Here each center yes. Especially you property hotel development level culture evening.,Epic,Completed,Low,charlie,alice,2025-06-03 05:55:07,2025-06-08 05:55:07,2025-06-12 05:55:07,2025-06-09 05:55:07,3.2,3.0,Research,Sprint 2,Sprint 2,"deploy, database, auth",1
429,Wear send evening.,Record example president law hotel explain bring. Wife we deal institution.,Bug,To Do,Low,eve,charlie,2025-05-18 01:45:33,2025-05-21 01:45:33,,2025-05-23 01:45:33,12.4,,Research,Sprint 4,Sprint 4,"ml, database, backend",4
430,Act mother treatment let.,Top class happy memory scene clear wife. Style sea your work knowledge listen. Reach movement under sign.,Bug,In Progress,High,eve,bob,2025-06-01 09:53:06,2025-06-03 09:53:06,,2025-06-15 09:53:06,14.0,,Development,Sprint 5,Sprint 5,"api, auth",6
431,Result road his store once son some rise.,Drug ball eye stuff enjoy civil whether relate. Let significant member clearly seem recently charge.,Bug,Completed,Low,alice,eve,2025-05-29 03:53:20,2025-06-01 03:53:20,2025-06-06 03:53:20,2025-06-13 03:53:20,10.8,14.9,Research,Sprint 3,Sprint 3,api,2
432,Tell have machine easy rate interview over.,Support money worry population. Value seven top across before then. Concern affect those free rest.,Task,In Progress,Medium,bob,diana,2025-05-15 22:57:52,2025-05-17 22:57:52,,2025-05-26 22:57:52,8.2,,Research,Sprint 3,Sprint 3,"ml, database, auth",5
433,Song discussion heavy parent truth never.,Over here hotel father vote until. Figure gas son. Cell water interest reflect financial toward research.,Bug,Completed,Medium,diana,bob,2025-05-23 13:52:06,2025-05-27 13:52:06,2025-05-29 13:52:06,2025-05-28 13:52:06,7.3,6.2,Testing,Sprint 3,Sprint 3,"backend, auth",2
434,Forward issue happen plant mother understand after.,Fish wait the physical move. Blood next tough hour television. Onto throw third artist role begin Mrs.,Bug,Review,High,alice,bob,2025-05-29 09:17:54,2025-05-31 09:17:54,,2025-06-04 09:17:54,11.3,,Design,Sprint 4,Sprint 4,"auth, ml",11
435,Social short great sport probably.,Must degree west arrive actually we. Anything hot own matter outside. Least Mr food house toward. Support national network of.,Task,In Progress,High,alice,diana,2025-05-17 16:43:41,2025-05-18 16:43:41,,2025-05-23 16:43:41,8.6,,Research,Sprint 3,Sprint 3,"database, ui",0
436,Charge best attack.,Card world law someone old leave important. Adult hospital should education day safe recognize. Floor serve police expert.,Task,Blocked,Critical,bob,alice,2025-05-24 04:42:43,2025-05-25 04:42:43,,2025-06-05 04:42:43,12.2,,Development,Sprint 5,Sprint 5,"ml, deploy",12
437,College amount bed military level hear in son.,Bank itself before author finish head true. Good doctor child character investment. Claim present wall argue door.,Task,Blocked,Critical,diana,alice,2025-05-20 22:36:27,2025-05-21 22:36:27,,2025-05-25 22:36:27,15.3,,Design,Sprint 3,Sprint 3,"api, ui, auth",10
438,Discuss message pull take area.,Usually wonder trial. Manage and five civil system kind gun.,Bug,Blocked,Medium,eve,charlie,2025-05-23 11:45:31,2025-05-24 11:45:31,,2025-05-30 11:45:31,12.6,,Development,Sprint 4,Sprint 4,"backend, api",7
439,Offer should power director tree century watch their.,Step check should. Memory simple media onto.,Story,Blocked,Medium,diana,bob,2025-06-06 23:06:12,2025-06-09 23:06:12,,2025-06-17 23:06:12,6.8,,Research,Sprint 1,Sprint 1,"deploy, auth",7
440,Represent her here two.,Everybody likely without manager. Available lose paper democratic degree paper group size. Pull night dinner around speech stop. Cell whom money interesting candidate least glass.,Task,In Progress,Low,alice,diana,2025-05-24 23:30:38,2025-05-29 23:30:38,,2025-06-03 23:30:38,10.1,,Design,Sprint 2,Sprint 2,"ml, api",0
441,Seat end drug.,Simply necessary many. Information out clear star door station.,Story,Blocked,Medium,bob,charlie,2025-05-20 16:36:56,2025-05-24 16:36:56,,2025-06-03 16:36:56,10.5,,Design,Sprint 2,Sprint 2,"api, database, backend",10
442,Million number maintain own or kind ok.,Measure million part that probably front property. Generation employee relate.,Story,Review,Critical,charlie,alice,2025-06-12 13:43:39,2025-06-16 13:43:39,,2025-06-17 13:43:39,12.9,,Design,Sprint 1,Sprint 1,database,8
443,Measure serve reveal boy option include people.,Forward too wish test walk. Budget beautiful rich mind public five no. From I sit decide capital with science.,Bug,Completed,Critical,alice,diana,2025-05-25 12:11:15,2025-05-27 12:11:15,2025-05-29 12:11:15,2025-06-09 12:11:15,7.6,10.5,Design,Sprint 3,Sprint 3,"backend, auth",5
444,Drive late agent late avoid would during.,Live himself magazine ask culture artist. Compare summer writer nothing. Soon significant training but.,Story,Completed,Low,alice,eve,2025-06-01 00:51:11,2025-06-02 00:51:11,2025-06-05 00:51:11,2025-06-11 00:51:11,2.4,2.7,Development,Sprint 4,Sprint 4,"database, auth, api",4
445,Discover hold cause probably fall century.,Fire attorney work. Determine get decision democratic finally. Become cup fire front item.,Story,Blocked,Critical,alice,eve,2025-05-29 15:58:07,2025-06-03 15:58:07,,2025-06-12 15:58:07,6.7,,Design,Sprint 1,Sprint 1,"api, database",11
446,Ability challenge tell or responsibility already.,High drive serve name outside another someone sense. Too feeling raise need with where issue. Head hand determine agency.,Task,Blocked,Low,bob,charlie,2025-06-10 23:04:01,2025-06-15 23:04:01,,2025-06-18 23:04:01,8.9,,Development,Sprint 5,Sprint 5,database,7
447,At Congress lawyer page.,Month special behavior yet white big. House position true wind several.,Task,Blocked,Medium,charlie,alice,2025-06-05 07:15:08,2025-06-09 07:15:08,,2025-06-14 07:15:08,14.8,,Testing,Sprint 1,Sprint 1,deploy,8
448,Main drive thus sport move her sell before.,Understand mention manager character parent. Behind science but level.,Bug,Completed,Low,bob,eve,2025-06-04 12:11:57,2025-06-07 12:11:57,2025-06-09 12:11:57,2025-06-16 12:11:57,13.8,20.6,Testing,Sprint 1,Sprint 1,ml,12
449,Station all model professor despite.,Month enjoy old.,Task,Completed,Medium,diana,eve,2025-05-24 14:31:29,2025-05-25 14:31:29,2025-05-29 14:31:29,2025-06-06 14:31:29,8.0,8.9,Development,Sprint 2,Sprint 2,"backend, ui, deploy",2
450,Cold face unit common ball.,Issue around husband picture. Prepare carry writer social structure much. Use fly beat.,Task,Review,Medium,diana,alice,2025-05-31 13:00:28,2025-06-03 13:00:28,,2025-06-11 13:00:28,14.0,,Design,Sprint 3,Sprint 3,ui,2
451,Front arrive discussion room reflect join factor.,Much challenge fly history rest owner necessary everything. Likely kid education wish build what live important. Toward body today allow teach most them.,Epic,Completed,Critical,eve,charlie,2025-05-25 19:23:35,2025-05-29 19:23:35,2025-06-03 19:23:35,2025-05-31 19:23:35,13.2,16.2,Testing,Sprint 4,Sprint 4,"ml, api, ui",12
452,Police recent federal under.,Industry yet prepare test church. Drop paper money nice artist tend candidate rise. Lay speech drug board people production against think. Build probably end listen my adult.,Story,Completed,High,diana,eve,2025-05-18 07:07:59,2025-05-19 07:07:59,2025-05-20 07:07:59,2025-05-29 07:07:59,3.5,4.1,Design,Sprint 4,Sprint 4,"deploy, backend, ml",7
453,Compare build room base network everything.,Part response against call.,Task,In Progress,Critical,charlie,eve,2025-05-21 16:08:59,2025-05-22 16:08:59,,2025-06-01 16:08:59,13.7,,Design,Sprint 2,Sprint 2,"ml, auth, api",10
454,Less degree challenge order.,Certain cup vote hope. Congress radio seat military almost would network entire.,Story,To Do,Low,bob,alice,2025-05-29 17:57:32,2025-06-01 17:57:32,,2025-06-08 17:57:32,15.0,,Development,Sprint 4,Sprint 4,api,3
455,Hundred character recognize animal door home.,Tough guy pick purpose stay single expert. Different another difficult suffer performance purpose expect.,Story,Completed,High,diana,bob,2025-05-31 08:42:56,2025-06-05 08:42:56,2025-06-08 08:42:56,2025-06-12 08:42:56,4.6,4.1,Research,Sprint 4,Sprint 4,ml,4
456,However player response act perhaps.,Marriage hundred policy natural thing shake land. Paper now another fire. Term skill ahead which can sing whatever should.,Bug,To Do,High,diana,bob,2025-05-28 19:44:44,2025-05-31 19:44:44,,2025-06-05 19:44:44,9.4,,Research,Sprint 2,Sprint 2,"database, ui, auth",1
457,Subject report them question choice note.,Trip include upon break visit movie wonder. Senior forward throw fund. Myself me particularly any real bring amount property.,Bug,Completed,Critical,diana,eve,2025-05-18 21:23:54,2025-05-23 21:23:54,2025-05-28 21:23:54,2025-05-25 21:23:54,9.1,8.6,Design,Sprint 2,Sprint 2,ui,11
458,Impact article guy claim until call.,Here care agree can. Senior little board decision.,Bug,To Do,Critical,alice,diana,2025-06-03 15:41:29,2025-06-04 15:41:29,,2025-06-12 15:41:29,3.3,,Testing,Sprint 4,Sprint 4,auth,5
459,Game also my yet expect.,Wait significant many foot bill. Professional onto two very way. Claim organization not.,Bug,In Progress,Low,charlie,diana,2025-05-31 12:17:01,2025-06-05 12:17:01,,2025-06-06 12:17:01,2.9,,Research,Sprint 5,Sprint 5,database,13
460,Trouble surface get reach artist.,Budget artist despite thought nature hope camera. Page subject firm truth rock. Responsibility space whatever skin pay.,Task,Review,Medium,eve,charlie,2025-05-28 13:26:15,2025-06-02 13:26:15,,2025-06-09 13:26:15,6.7,,Testing,Sprint 2,Sprint 2,auth,11
